year,game_code,a_team_name,a_name_conference,a_team_code,a_result,a_points,b_team_code,team_name,name_conference,b_result,b_points,half_leader,a_rush,b_rush,a_offense_rush_yards,b_defense_rush_yards,a_defense_rush_yards,b_offense_rush_yards,a_offense_pass_yards,b_defense_pass_yards,a_defense_pass_yards,b_offense_pass_yards,a_pass,b_pass,a_incomplete_pass,b_incomplete_pass,a_penalty,b_penalty,a_penalty_yards,b_penalty_yards,half_diff_score,half_diff_score_abs,hometeam,b_home,visit_date,stadium_code,stadium_name,site,city,state,capacity,surface,surfaceint,year_opened
2012,7.25E+14,Rutgers                                           ,Big East Conference/American Athletic                                      ,587,1,7,725,Army                                              ,Independent                                                                ,0,7,TIED      ,15,40,39,39,142,142,46,46,16,16,6,4,1,3,1,1,5,5,0,0,A,0,11/10/2012,86,High Point Solutions Stadium                                               ,TEAM           ,Piscataway                                                                 ,NJ,52454,FieldTurf                ,0,1994
2009,7.25E+14,Army                                              ,Independent                                                                ,725,0,3,690,Temple                                            ,Big East Conference/American Athletic                                      ,1,13,BTEAM     ,25,18,104,104,66,66,30,30,70,70,1,11,0,4,2,7,14,37,-10,10,B,1,10/17/2009,109,Lincoln Financial Field                                                    ,TEAM           ,Philadelphia                                                               ,PA,66000,Grass                    ,1,2003
2008,7.25E+14,Texas A&M                                         ,Southeastern Conference                                                    ,697,1,14,725,Army                                              ,Independent                                                                ,0,7,ATEAM     ,13,31,27,27,156,156,115,115,4,4,12,3,4,2,5,4,28,54,7,7,A,0,9/27/2008,120,Kyle Field                                                                 ,TEAM           ,College Station                                                            ,TX,82600,Grass                    ,1,1929
2009,7.25E+14,Army                                              ,Independent                                                                ,725,0,7,721,Air Force                                         ,Mountain West Conference                                                   ,1,7,TIED      ,25,21,120,120,4,4,11,11,35,35,4,5,3,3,0,1,0,5,0,0,B,1,10/9/2010,58,Louisiana Superdome                                                        ,TEAM           ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975
2011,7.25E+14,Air Force                                         ,Mountain West Conference                                                   ,721,1,0,725,Army                                              ,Independent                                                                ,0,14,BTEAM     ,17,44,77,77,40,40,25,25,0,0,6,2,4,2,2,4,20,25,-14,14,A,0,11/5/2011,21,Falcon Stadium                                                             ,TEAM           ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2013,7.25E+14,Air Force                                         ,Mountain West Conference                                                   ,721,1,21,725,Army                                              ,Independent                                                                ,0,21,TIED      ,20,43,179,179,219,219,29,29,61,61,2,5,0,2,3,0,15,0,0,0,A,0,11/2/2013,21,Falcon Stadium                                                             ,TEAM           ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2009,7.25E+14,Navy                                              ,Independent                                                                ,726,1,0,725,Army                                              ,Independent                                                                ,0,3,BTEAM     ,21,25,83,83,81,81,71,71,0,0,5,5,3,5,2,2,10,20,-3,3,A,0,12/12/2009,109,Lincoln Financial Field                                                    ,NEUTRAL        ,Philadelphia                                                               ,PA,66000,Grass                    ,1,2003
2011,7.25E+14,Navy                                              ,Independent                                                                ,726,1,14,725,Army                                              ,Independent                                                                ,0,14,TIED      ,32,32,72,72,233,233,0,0,10,10,0,2,0,1,1,0,15,0,0,0,A,0,12/10/2011,65,FedEx Field                                                                ,NEUTRAL        ,Landover                                                                   ,MD,80116,Grass                    ,1,1997
2012,7.25E+14,Wake Forest                                       ,Atlantic Coast Conference                                                  ,749,1,21,725,Army                                              ,Independent                                                                ,0,20,ATEAM     ,15,42,104,104,256,256,132,132,45,45,13,2,5,1,1,1,5,5,1,1,A,0,9/22/2012,83,Groves Stadium                                                             ,TEAM           ,Winston Salem                                                              ,NC,31500,FieldTurf                ,0,1968
2008,7.26E+14,Navy                                              ,Independent                                                                ,726,0,16,47,Ball State                                        ,Mid-American Conference                                                    ,1,21,BTEAM     ,31,11,199,199,57,57,22,22,186,186,4,17,2,3,1,1,5,6,-5,5,B,1,9/5/2008,48,Scheumann Stadium                                                          ,TEAM           ,Munice                                                                     ,IN,22500,FieldTurf                ,0,1967
2012,7.26E+14,Central Michigan                                  ,Mid-American Conference                                                    ,129,0,10,726,Navy                                              ,Independent                                                                ,1,17,BTEAM     ,11,33,67,67,147,147,52,52,68,68,11,7,4,3,1,2,5,10,-7,7,A,0,10/12/2012,70,Kelly/Shorts Stadium                                                       ,TEAM           ,Mount Pleasant                                                             ,MI,30199,FieldTurf                ,0,1972
2008,7.26E+14,Navy                                              ,Independent                                                                ,726,0,24,193,Duke                                              ,Atlantic Coast Conference                                                  ,1,17,ATEAM     ,25,16,225,225,35,35,53,53,170,170,4,20,0,7,0,1,0,0,7,7,B,1,9/13/2008,80,Wallace Wade Stadium                                                       ,TEAM           ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2013,7.26E+14,Navy                                              ,Independent                                                                ,726,0,7,193,Duke                                              ,Atlantic Coast Conference                                                  ,1,14,BTEAM     ,29,16,82,82,9,9,81,81,155,155,8,24,4,6,0,3,0,15,-7,7,B,1,10/12/2013,80,Wallace Wade Stadium                                                       ,TEAM           ,Durham                                                                     ,NC,33941,Grass                    ,1,1929
2010,7.26E+14,East Carolina                                     ,Conference USA                                                             ,196,0,21,726,Navy                                              ,Independent                                                                ,1,28,BTEAM     ,15,30,89,89,241,241,137,137,30,30,22,5,6,2,0,1,0,10,-7,7,A,0,11/6/2010,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963
2012,7.26E+14,Navy                                              ,Independent                                                                ,726,1,21,196,East Carolina                                     ,Conference USA                                                             ,0,14,ATEAM     ,32,15,227,227,63,63,-69,-69,128,128,3,17,1,3,2,0,20,0,7,7,B,1,10/27/2012,81,Dowdy Ficklen Stadium                                                      ,TEAM           ,Greenville                                                                 ,NC,43000,Grass                    ,1,1963
2009,7.26E+14,Hawai'i                                           ,Mountain West Conference                                                   ,277,1,17,726,Navy                                              ,Independent                                                                ,0,17,TIED      ,6,24,-1,-1,129,129,217,217,67,67,29,6,11,3,0,1,0,10,0,0,A,0,11/28/2009,39,Aloha Stadium                                                              ,TEAM           ,Honolulu                                                                   ,HI,50000,FieldTurf                ,0,1975
2013,7.26E+14,Navy                                              ,Independent                                                                ,726,1,24,306,Indiana                                           ,Big Ten Conference                                                         ,0,14,ATEAM     ,35,15,246,246,100,100,71,71,96,96,4,17,2,4,1,2,5,20,10,10,B,1,9/7/2013,47,Memorial Stadium                                                           ,TEAM           ,Bloomington                                                                ,IN,52000,AstroPlay                ,0,1960
2010,7.26E+14,Navy                                              ,Independent                                                                ,726,1,16,366,Louisiana Tech                                    ,Conference USA                                                             ,0,23,BTEAM     ,15,25,50,50,129,129,175,175,193,193,9,28,4,6,3,1,15,5,-7,7,B,1,9/18/2010,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968
2010,7.26E+14,Navy                                              ,Independent                                                                ,726,0,7,392,Maryland                                          ,Atlantic Coast Conference                                                  ,1,14,BTEAM     ,35,19,107,107,171,171,32,32,-50,-50,4,1,2,0,2,1,10,5,-7,7,B,1,9/6/2010,63,M&T Bank Stadium                                                           ,NEUTRAL        ,Baltimore                                                                  ,MD,69084,Sportexe Momentum        ,0,1998
2009,7.26E+14,Navy                                              ,Independent                                                                ,726,1,14,434,Missouri                                          ,Southeastern Conference                                                    ,0,7,ATEAM     ,36,11,70,70,74,74,59,59,156,156,10,15,5,8,0,1,0,5,7,7,B,1,12/31/2009,128,Reliant Stadium                                                            ,NEUTRAL        ,Houston                                                                    ,TX,69500,Grass                    ,1,2002
2008,7.26E+14,Navy                                              ,Independent                                                                ,726,1,9,503,Northern Illinois                                 ,Mid-American Conference                                                    ,0,0,ATEAM     ,31,14,164,164,63,63,32,32,-7,-7,2,8,1,1,0,1,0,5,9,9,B,1,11/25/2008,45,Huskie Stadium                                                             ,TEAM           ,De Kalb                                                                    ,IL,30076,FieldTurf                ,0,1965
2009,7.26E+14,Navy                                              ,Independent                                                                ,726,1,14,513,Notre Dame                                        ,Independent                                                                ,0,0,ATEAM     ,29,11,184,184,47,47,4,4,16,16,2,17,1,3,2,2,18,10,14,14,B,1,11/7/2009,49,Notre Dame Stadium                                                         ,TEAM           ,South Bend                                                                 ,IN,80795,Grass                    ,1,1930
2013,7.26E+14,Navy                                              ,Independent                                                                ,726,0,20,513,Notre Dame                                        ,Independent                                                                ,1,17,ATEAM     ,40,11,213,213,115,115,26,26,91,91,5,14,2,5,2,0,25,0,3,3,B,1,11/2/2013,49,Notre Dame Stadium                                                         ,TEAM           ,South Bend                                                                 ,IN,80795,Grass                    ,1,1930
2009,7.26E+14,Navy                                              ,Independent                                                                ,726,0,7,518,Ohio State                                        ,Big Ten Conference                                                         ,1,20,BTEAM     ,21,17,76,76,60,60,25,25,160,160,6,18,3,5,1,0,4,0,-13,13,B,1,9/5/2009,99,Ohio Stadium                                                               ,TEAM           ,Columbus                                                                   ,OH,102329,FieldTurf                ,0,1922
2009,7.26E+14,Navy                                              ,Independent                                                                ,726,0,7,545,Pittsburgh                                        ,Atlantic Coast Conference                                                  ,1,21,BTEAM     ,30,13,171,171,53,53,19,19,88,88,7,14,5,2,2,1,33,15,-14,14,B,1,9/19/2009,110,Heinz Field                                                                ,TEAM           ,Pittsburgh                                                                 ,PA,64450,Grass                    ,1,2001
2011,7.26E+14,Navy                                              ,Independent                                                                ,726,0,14,587,Rutgers                                           ,Big East Conference/American Athletic                                      ,1,7,ATEAM     ,23,23,44,44,-2,-2,2,2,180,180,4,15,1,3,0,0,0,0,7,7,B,1,10/15/2011,86,High Point Solutions Stadium                                               ,TEAM           ,Piscataway                                                                 ,NJ,52454,FieldTurf                ,0,1994
2010,7.26E+14,Navy                                              ,Independent                                                                ,726,0,14,626,San Diego State                                   ,Mountain West Conference                                                   ,1,21,BTEAM     ,32,15,151,151,112,112,66,66,181,181,4,14,1,3,0,1,0,6,-7,7,B,1,12/23/2010,16,Qualcomm Stadium                                                           ,NEUTRAL        ,San Diego                                                                  ,CA,71294,Grass                    ,1,1967
2011,7.26E+14,San Jose State                                    ,Mountain West Conference                                                   ,630,1,20,726,Navy                                              ,Independent                                                                ,0,14,ATEAM     ,16,24,68,68,114,114,201,201,51,51,23,10,4,5,0,1,0,5,6,6,A,0,11/19/2011,18,Spartan Stadium                                                            ,TEAM           ,San Jose                                                                   ,CA,30000,Grass                    ,1,1933
2011,7.26E+14,South Carolina                                    ,Southeastern Conference                                                    ,648,1,14,726,Navy                                              ,Independent                                                                ,0,14,TIED      ,17,29,109,109,164,164,87,87,8,8,15,2,4,1,1,1,5,10,0,0,A,0,9/17/2011,113,Williams-Brice Stadium                                                     ,TEAM           ,Columbia                                                                   ,SC,80250,Grass                    ,1,1934
2011,7.26E+14,SMU                                               ,Big East Conference/American Athletic                                      ,663,0,0,726,Navy                                              ,Independent                                                                ,1,10,BTEAM     ,13,30,62,62,148,148,36,36,24,24,20,2,4,1,1,3,0,35,-10,10,A,0,11/12/2011,122,Gerald Ford Stadium                                                        ,TEAM           ,Dallas                                                                     ,TX,32000,A-Turf                   ,0,2000
2008,7.26E+14,Air Force                                         ,Mountain West Conference                                                   ,721,0,13,726,Navy                                              ,Independent                                                                ,1,10,ATEAM     ,30,28,27,27,193,193,72,72,0,0,6,0,3,0,2,5,10,40,3,3,B,1,11/10/2012,4,Movie Gallery Veterans Stadium                                             ,TEAM           ,Troy                                                                       ,AL,30000,AstroPlay                ,0,1950
2010,7.26E+14,Air Force                                         ,Mountain West Conference                                                   ,721,1,7,726,Navy                                              ,Independent                                                                ,0,3,ATEAM     ,21,28,166,166,150,150,45,45,46,46,4,6,1,3,1,1,5,5,4,4,A,0,10/4/2008,21,Falcon Stadium                                                             ,TEAM           ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2012,7.26E+14,Troy                                              ,Sun Belt Conference                                                        ,716,1,28,726,Navy                                              ,Independent                                                                ,0,21,ATEAM     ,15,28,94,94,99,99,203,203,113,113,23,6,2,2,0,1,0,9,7,7,B,1,10/2/2010,21,Falcon Stadium                                                             ,TEAM           ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2012,7.26E+14,Navy                                              ,Independent                                                                ,726,1,10,721,Air Force                                         ,Mountain West Conference                                                   ,0,7,ATEAM     ,25,31,150,150,96,96,0,0,65,65,0,6,0,1,0,3,0,25,3,3,B,1,10/6/2012,21,Falcon Stadium                                                             ,TEAM           ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2012,7.26E+14,Navy                                              ,Independent                                                                ,726,1,10,725,Army                                              ,Independent                                                                ,0,7,ATEAM     ,27,31,99,99,160,160,56,56,-9,-9,8,2,3,0,2,1,10,5,3,3,B,1,12/8/2012,109,Lincoln Financial Field                                                    ,NEUTRAL        ,Philadelphia                                                               ,PA,66000,Grass                    ,1,2003
2010,7.26E+14,Navy                                              ,Independent                                                                ,726,1,14,749,Wake Forest                                       ,Atlantic Coast Conference                                                  ,0,17,BTEAM     ,26,12,143,143,-49,-49,9,9,184,184,3,27,1,7,3,5,25,41,-3,3,B,1,10/9/2010,83,Groves Stadium                                                             ,TEAM           ,Winston Salem                                                              ,NC,31500,FieldTurf                ,0,1968
2013,7.26E+14,Navy                                              ,Independent                                                                ,726,0,7,772,Western Kentucky                                  ,Sun Belt Conference                                                        ,1,3,ATEAM     ,23,13,45,45,72,72,20,20,135,135,4,18,2,4,4,1,20,0,4,4,B,1,9/28/2013,148,L.T. Smith Stadium                                                         ,TEAM           ,Bowling Green                                                              ,KY,17500,AstroPlay                ,0,1968
2011,7.31E+14,Auburn                                            ,Southeastern Conference                                                    ,37,1,14,731,Utah State                                        ,Mountain West Conference                                                   ,0,21,BTEAM     ,11,28,30,30,124,124,85,85,97,97,5,13,0,2,1,4,5,25,-7,7,A,0,9/3/2011,1,Jordan-Hare Stadium                                                        ,TEAM           ,Auburn                                                                     ,AL,87451,Grass                    ,1,1939
2009,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,7,77,BYU                                               ,Independent                                                                ,1,21,BTEAM     ,19,25,75,75,111,111,57,57,162,162,6,15,1,5,3,2,15,20,-14,14,B,1,10/2/2009,134,LaVell Edwards Stadium                                                     ,TEAM           ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2011,7.31E+14,BYU                                               ,Independent                                                                ,77,1,13,731,Utah State                                        ,Mountain West Conference                                                   ,0,14,BTEAM     ,25,12,96,96,112,112,102,102,75,75,20,15,11,7,4,2,25,10,-1,1,A,0,9/30/2011,134,LaVell Edwards Stadium                                                     ,TEAM           ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2012,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,3,77,BYU                                               ,Independent                                                                ,1,6,BTEAM     ,15,20,39,39,41,41,73,73,140,140,15,21,6,7,2,2,10,10,-3,3,B,1,10/5/2012,134,LaVell Edwards Stadium                                                     ,TEAM           ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2009,7.31E+14,Fresno State                                      ,Mountain West Conference                                                   ,96,1,17,731,Utah State                                        ,Mountain West Conference                                                   ,0,24,BTEAM     ,8,28,53,53,173,173,200,200,181,181,21,18,6,6,4,3,33,36,-7,7,A,0,10/31/2009,13,Bulldog Stadium                                                            ,TEAM           ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980
2011,7.31E+14,Fresno State                                      ,Mountain West Conference                                                   ,96,1,14,731,Utah State                                        ,Mountain West Conference                                                   ,0,21,BTEAM     ,19,17,-14,-14,154,154,179,179,137,137,23,13,8,7,4,2,28,10,-7,7,A,0,10/15/2011,13,Bulldog Stadium                                                            ,TEAM           ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980
2013,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,7,96,Fresno State                                      ,Mountain West Conference                                                   ,1,17,BTEAM     ,18,17,8,8,31,31,41,41,195,195,15,34,8,11,2,3,10,25,-10,10,B,1,12/7/2013,13,Bulldog Stadium                                                            ,TEAM           ,Fresno                                                                     ,CA,41000,Grass                    ,1,1980
2009,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,1,31,295,Idaho                                             ,Independent                                                                ,0,21,ATEAM     ,20,15,104,104,41,41,216,216,206,206,20,18,8,5,1,2,15,20,10,10,B,1,11/28/2009,43,Kibbie Dome                                                                ,TEAM           ,Moscow                                                                     ,ID,15820,AstroTurf                ,0,1975
2011,7.31E+14,Idaho                                             ,Independent                                                                ,295,0,10,731,Utah State                                        ,Mountain West Conference                                                   ,1,21,BTEAM     ,24,17,62,62,149,149,101,101,98,98,16,13,4,4,3,2,20,10,-11,11,A,0,11/19/2011,43,Kibbie Dome                                                                ,TEAM           ,Moscow                                                                     ,ID,15820,AstroTurf                ,0,1975
2008,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,17,366,Louisiana Tech                                    ,Conference USA                                                             ,1,28,BTEAM     ,25,19,123,123,64,64,180,180,-9,-9,9,14,2,4,2,0,10,0,-11,11,B,1,11/15/2008,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968
2010,7.31E+14,Louisiana Tech                                    ,Conference USA                                                             ,366,1,17,731,Utah State                                        ,Mountain West Conference                                                   ,0,3,ATEAM     ,15,26,93,93,62,62,98,98,40,40,19,9,6,2,3,4,16,43,14,14,A,0,10/9/2010,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968
2012,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,1,17,366,Louisiana Tech                                    ,Conference USA                                                             ,0,3,ATEAM     ,19,19,103,103,99,99,192,192,4,4,16,26,6,13,7,6,40,85,14,14,B,1,11/17/2012,59,Joe Aillet Stadium                                                         ,TEAM           ,Ruston                                                                     ,LA,30000,FieldTurf                ,0,1968
2008,7.31E+14,UNLV                                              ,Mountain West Conference                                                   ,465,1,17,731,Utah State                                        ,Mountain West Conference                                                   ,0,7,ATEAM     ,16,17,54,54,9,9,157,157,142,142,20,15,7,4,2,2,10,10,10,10,A,0,8/30/2008,89,Sam Boyd Stadium                                                           ,TEAM           ,Las Vegas                                                                  ,NV,36800,TurfTech                 ,0,1971
2008,7.31E+14,Nevada                                            ,Mountain West Conference                                                   ,466,1,20,731,Utah State                                        ,Mountain West Conference                                                   ,0,7,ATEAM     ,21,20,129,129,60,60,60,60,108,108,13,21,5,12,8,2,65,15,13,13,B,1,11/9/2013,89,Sam Boyd Stadium                                                           ,TEAM           ,Las Vegas                                                                  ,NV,36800,TurfTech                 ,0,1971
2011,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,1,14,472,New Mexico State                                  ,Independent                                                                ,0,7,ATEAM     ,30,14,81,81,58,58,-37,-37,38,38,11,26,1,13,1,1,5,5,7,7,B,1,10/30/2010,90,Mackay Stadium                                                             ,TEAM           ,Reno                                                                       ,NV,31000,FieldTurf                ,0,1966
2013,7.31E+14,UNLV                                              ,Mountain West Conference                                                   ,465,0,17,731,Utah State                                        ,Mountain West Conference                                                   ,1,14,ATEAM     ,19,21,12,12,34,34,111,111,172,172,11,20,4,8,3,3,15,40,3,3,B,1,12/3/2011,88,Aggie Stadium                                                              ,TEAM           ,Las Cruces                                                                 ,NM,40000,Grass                    ,1,1978
2013,7.31E+14,Northern Illinois                                 ,Mid-American Conference                                                    ,503,0,7,731,Utah State                                        ,Mountain West Conference                                                   ,1,6,ATEAM     ,25,14,33,33,63,63,156,156,60,60,18,16,4,7,1,2,5,26,1,1,A,0,12/26/2013,16,Qualcomm Stadium                                                           ,NEUTRAL        ,San Diego                                                                  ,CA,71294,Grass                    ,1,1967
2010,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,10,522,Oklahoma                                          ,Big 12 Conference                                                          ,1,21,BTEAM     ,24,18,33,33,74,74,173,173,64,64,21,19,12,9,6,3,65,26,-11,11,B,1,9/4/2010,103,Memorial Stadium at Owen Field                                             ,TEAM           ,Norman                                                                     ,OK,81207,Grass                    ,1,1923
2010,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,1,17,630,San Jose State                                    ,Mountain West Conference                                                   ,0,13,ATEAM     ,27,12,120,120,110,110,144,144,144,144,16,21,4,13,3,1,15,5,4,4,B,1,11/13/2010,18,Spartan Stadium                                                            ,TEAM           ,San Jose                                                                   ,CA,30000,Grass                    ,1,1933
2012,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,1,28,630,San Jose State                                    ,Mountain West Conference                                                   ,0,20,ATEAM     ,9,19,59,59,-2,-2,193,193,271,271,22,25,4,6,3,1,10,15,8,8,B,1,10/13/2012,18,Spartan Stadium                                                            ,TEAM           ,San Jose                                                                   ,CA,30000,Grass                    ,1,1933
2013,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,7,657,USC                                               ,Pac-12/Pac-10 Conference                                                   ,1,14,BTEAM     ,8,20,41,41,67,67,110,110,103,103,21,13,10,6,4,7,38,44,-7,7,B,1,9/21/2013,14,LA Coliseum                                                                ,TEAM           ,Los Angeles                                                                ,CA,92000,Grass                    ,1,1923
2009,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,14,697,Texas A&M                                         ,Southeastern Conference                                                    ,1,24,BTEAM     ,23,23,95,95,100,100,125,125,182,182,13,25,5,12,8,6,60,60,-10,10,B,1,9/19/2009,120,Kyle Field                                                                 ,TEAM           ,College Station                                                            ,TX,82600,Grass                    ,1,1929
2013,7.31E+14,Air Force                                         ,Mountain West Conference                                                   ,721,0,13,731,Utah State                                        ,Mountain West Conference                                                   ,1,24,BTEAM     ,30,16,129,129,88,88,52,52,179,179,10,25,7,6,8,5,70,23,-11,11,A,0,9/7/2013,21,Falcon Stadium                                                             ,TEAM           ,Colorado Springs                                                           ,CO,46692,FieldTurf                ,0,1962
2009,7.31E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,26,731,Utah State                                        ,Mountain West Conference                                                   ,0,17,ATEAM     ,25,19,52,52,152,152,273,273,64,64,15,9,3,7,2,1,8,3,9,9,A,0,9/3/2009,135,Rice Eccles Stadium                                                        ,TEAM           ,Salt Lake City                                                             ,UT,45017,FieldTurf                ,0,1927
2013,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,17,732,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,1,14,ATEAM     ,22,16,61,61,67,67,196,196,140,140,25,16,6,8,4,3,25,44,3,3,B,1,8/29/2013,135,Rice Eccles Stadium                                                        ,TEAM           ,Salt Lake City                                                             ,UT,45017,FieldTurf                ,0,1927
2012,7.31E+14,Utah State                                        ,Mountain West Conference                                                   ,731,0,14,796,Wisconsin                                         ,Big Ten Conference                                                         ,1,3,ATEAM     ,13,24,37,37,123,123,86,86,78,78,12,10,4,5,4,2,20,20,11,11,B,1,9/15/2012,141,Camp Randall Stadium                                                       ,TEAM           ,Madison                                                                    ,WI,79500,FieldTurf                ,0,1917
2008,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,21,8,Alabama                                           ,Southeastern Conference                                                    ,0,10,ATEAM     ,8,19,16,16,34,34,175,175,150,150,22,16,7,6,5,2,40,10,11,11,B,1,1/2/2009,58,Louisiana Superdome                                                        ,NEUTRAL        ,New Orleans                                                                ,LA,69082,FieldTurf                ,0,1975
2011,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,17,29,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,0,7,ATEAM     ,16,20,70,70,3,3,114,114,204,204,11,23,5,11,7,1,51,15,10,10,B,1,9/22/2012,10,Sun Devil Stadium                                                          ,TEAM           ,Tempe                                                                      ,AZ,71706,Grass                    ,1,1958
2013,7.32E+14,Arizona                                           ,Pac-12/Pac-10 Conference                                                   ,29,1,20,732,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,0,7,ATEAM     ,32,23,73,73,130,130,83,83,132,132,15,11,4,4,1,1,5,5,13,13,A,0,10/19/2013,11,Arizona Stadium                                                            ,TEAM           ,Tucson                                                                     ,AZ,57400,Grass                    ,1,1929
2010,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,0,3,66,Boise State                                       ,Mountain West Conference                                                   ,1,16,BTEAM     ,15,17,34,34,182,182,26,26,131,131,11,24,8,7,2,6,15,40,-13,13,B,1,12/22/2010,89,Sam Boyd Stadium                                                           ,NEUTRAL        ,Las Vegas                                                                  ,NV,36800,TurfTech                 ,0,1971
2009,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,6,77,BYU                                               ,Independent                                                                ,0,13,BTEAM     ,12,19,9,9,39,39,138,138,83,83,18,23,7,16,2,3,30,28,-7,7,B,1,11/28/2009,134,LaVell Edwards Stadium                                                     ,TEAM           ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2011,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,14,77,BYU                                               ,Independent                                                                ,0,10,ATEAM     ,13,14,27,27,1,1,75,75,212,212,22,22,7,8,5,0,50,0,4,4,B,1,9/17/2011,134,LaVell Edwards Stadium                                                     ,TEAM           ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2013,7.32E+14,BYU                                               ,Independent                                                                ,77,0,0,732,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,1,13,BTEAM     ,21,17,71,71,101,101,146,146,182,182,22,20,13,6,4,3,20,15,-13,13,A,0,9/21/2013,134,LaVell Edwards Stadium                                                     ,TEAM           ,Provo                                                                      ,UT,65000,Grass                    ,1,1964
2009,7.32E+14,California                                        ,Pac-12/Pac-10 Conference                                                   ,107,0,14,732,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,1,24,BTEAM     ,14,19,78,78,32,32,47,47,288,288,13,21,7,5,2,2,10,13,-10,10,A,0,12/23/2009,16,Qualcomm Stadium                                                           ,NEUTRAL        ,San Diego                                                                  ,CA,71294,Grass                    ,1,1967
2012,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,0,7,110,UCLA                                              ,Pac-12/Pac-10 Conference                                                   ,1,14,BTEAM     ,17,21,60,60,51,51,12,12,138,138,15,12,6,3,2,2,10,10,-7,7,B,1,10/13/2012,15,Rose Bowl                                                                  ,TEAM           ,Pasadena                                                                   ,CA,91136,Grass                    ,1,1922
2009,7.32E+14,Colorado State                                    ,Mountain West Conference                                                   ,156,0,3,732,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,1,3,TIED      ,15,17,32,32,97,97,75,75,67,67,16,19,7,8,2,2,11,10,0,0,A,0,10/10/2009,23,Hughes Stadium                                                             ,TEAM           ,Fort Collins                                                               ,CO,30000,FieldTurf                ,0,1963
2012,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,17,157,Colorado                                          ,Pac-12/Pac-10 Conference                                                   ,0,14,ATEAM     ,13,21,67,67,104,104,59,59,179,179,12,25,6,9,2,3,15,33,3,3,B,1,11/23/2012,20,Folsom Field                                                               ,TEAM           ,Boulder                                                                    ,CO,53245,Grass                    ,1,1924
2008,7.32E+14,Utah                                              ,Pac-12/Pac-10 Conference                                                   ,732,1,22,418,Michigan                                          ,Big Ten Conference                                                         ,0,10,ATEAM     ,18,9,57,57,-4,-4,250,250,122,122,24,19,9,7,3,6,14,52,12,12,B,1,8/30/2008,66,Michigan Stadium                                                           ,TEAM           ,Ann Arbor                                                                  ,MI,107501,FieldTurf                ,0,1927
